_id,connectionTime,kWhDelivered,duration_hours,siteID
sess_410,2024-03-22T20:22:00Z,20.94,5.3,proxy_site
sess_411,2024-03-16T18:05:00Z,18.48,8.38,proxy_site
sess_412,2024-02-23T18:12:00Z,16.31,2.6,proxy_site
sess_413,2024-03-09T19:58:00Z,5.68,6.78,proxy_site
sess_414,2024-01-16T19:44:00Z,28.45,3.76,proxy_site
sess_415,2024-02-27T19:47:00Z,43.46,9.84,proxy_site
sess_416,2024-01-16T15:28:00Z,26.3,5.25,proxy_site
sess_417,2024-01-03T18:13:00Z,15.44,8.27,proxy_site
sess_418,2024-02-10T20:00:00Z,49.34,2.15,proxy_site
sess_419,2024-01-01T16:49:00Z,18.47,8.14,proxy_site
sess_420,2024-03-12T13:27:00Z,26.24,8.57,proxy_site
sess_421,2024-01-08T16:08:00Z,16.02,2.46,proxy_site
sess_422,2024-03-08T22:06:00Z,33.36,8.04,proxy_site
sess_423,2024-01-15T19:06:00Z,7.45,9.69,proxy_site
sess_424,2024-02-09T17:31:00Z,8.17,7.37,proxy_site
sess_425,2024-03-30T18:49:00Z,7.68,3.11,proxy_site
sess_426,2024-01-02T20:43:00Z,29.66,3.53,proxy_site
sess_427,2024-03-17T18:49:00Z,47.5,8.84,proxy_site
sess_428,2024-02-09T19:10:00Z,39.46,2.44,proxy_site
sess_429,2024-03-04T18:16:00Z,33.08,3.75,proxy_site
sess_430,2024-02-29T19:18:00Z,9.01,4.33,proxy_site
sess_431,2024-01-13T16:45:00Z,23.79,9.68,proxy_site
sess_432,2024-02-04T18:51:00Z,39.37,4.15,proxy_site
sess_433,2024-02-04T21:49:00Z,17.59,5.6,proxy_site
sess_434,2024-03-26T22:04:00Z,10.32,2.66,proxy_site
sess_435,2024-03-30T18:09:00Z,40.61,7.84,proxy_site
sess_436,2024-02-21T18:32:00Z,20.91,5.09,proxy_site
sess_437,2024-02-27T15:25:00Z,44.19,3.21,proxy_site
sess_438,2024-01-07T22:02:00Z,31.48,2.89,proxy_site
sess_439,2024-02-07T21:21:00Z,45.0,3.81,proxy_site
sess_440,2024-01-04T19:56:00Z,28.15,8.72,proxy_site
sess_441,2024-02-07T17:07:00Z,25.43,2.31,proxy_site
sess_442,2024-02-28T17:28:00Z,25.3,4.68,proxy_site
sess_443,2024-01-31T20:38:00Z,30.11,6.79,proxy_site
sess_444,2024-01-11T18:30:00Z,25.29,2.5,proxy_site
sess_445,2024-01-13T19:54:00Z,44.33,7.95,proxy_site
sess_446,2024-03-06T21:24:00Z,29.08,4.52,proxy_site
sess_447,2024-02-25T16:19:00Z,49.3,2.31,proxy_site
sess_448,2024-01-17T15:25:00Z,22.14,3.08,proxy_site
sess_449,2024-02-27T16:31:00Z,36.07,4.33,proxy_site
sess_450,2024-01-21T18:40:00Z,21.71,8.06,proxy_site
sess_451,2024-01-06T21:09:00Z,46.87,4.31,proxy_site
sess_452,2024-02-15T16:18:00Z,30.98,9.06,proxy_site
sess_453,2024-01-06T17:39:00Z,11.12,6.56,proxy_site
sess_454,2024-01-23T19:48:00Z,12.74,5.3,proxy_site
sess_455,2024-03-23T18:10:00Z,13.09,2.78,proxy_site
sess_456,2024-03-19T18:52:00Z,47.35,4.51,proxy_site
sess_457,2024-01-26T15:39:00Z,20.02,8.58,proxy_site
sess_458,2024-03-22T19:15:00Z,21.64,5.02,proxy_site
sess_459,2024-03-07T16:20:00Z,6.45,9.8,proxy_site
sess_460,2024-02-02T21:06:00Z,46.91,3.81,proxy_site
sess_461,2024-02-01T16:43:00Z,9.38,4.95,proxy_site
sess_462,2024-01-28T18:02:00Z,32.44,6.35,proxy_site
sess_463,2024-01-06T17:13:00Z,45.45,2.15,proxy_site
sess_464,2024-03-01T17:37:00Z,6.24,7.88,proxy_site
sess_465,2024-01-27T16:50:00Z,12.81,6.13,proxy_site
sess_466,2024-03-27T16:13:00Z,9.13,9.18,proxy_site
sess_467,2024-01-16T16:19:00Z,20.68,7.27,proxy_site
sess_468,2024-02-09T15:50:00Z,29.35,9.32,proxy_site
sess_469,2024-02-14T19:55:00Z,10.39,9.15,proxy_site
sess_470,2024-03-19T18:58:00Z,6.85,5.66,proxy_site
sess_471,2024-01-11T14:18:00Z,43.4,3.67,proxy_site
sess_472,2024-03-17T17:06:00Z,20.82,2.32,proxy_site
sess_473,2024-01-11T18:35:00Z,39.0,8.22,proxy_site
sess_474,2024-03-05T20:38:00Z,25.13,8.56,proxy_site
sess_475,2024-03-26T15:41:00Z,36.71,3.59,proxy_site
sess_476,2024-02-25T22:07:00Z,14.1,3.39,proxy_site
sess_477,2024-02-07T16:36:00Z,46.56,5.08,proxy_site
sess_478,2024-02-01T18:48:00Z,31.44,4.25,proxy_site
sess_479,2024-01-31T19:08:00Z,16.92,8.77,proxy_site
sess_480,2024-02-15T20:44:00Z,47.42,7.8,proxy_site
sess_481,2024-01-30T20:02:00Z,24.88,5.59,proxy_site
sess_482,2024-01-14T17:36:00Z,47.47,5.35,proxy_site
sess_483,2024-03-07T17:57:00Z,6.4,5.69,proxy_site
sess_484,2024-01-06T20:46:00Z,33.44,6.32,proxy_site
sess_485,2024-01-21T15:11:00Z,49.73,6.93,proxy_site
sess_486,2024-03-14T16:28:00Z,48.49,5.35,proxy_site
sess_487,2024-02-20T18:45:00Z,28.71,9.93,proxy_site
sess_488,2024-01-10T12:34:00Z,5.38,4.98,proxy_site
sess_489,2024-03-01T15:57:00Z,46.93,9.58,proxy_site
sess_490,2024-02-07T17:53:00Z,11.64,2.25,proxy_site
sess_491,2024-02-15T15:28:00Z,42.34,4.58,proxy_site
sess_492,2024-01-14T23:18:00Z,46.77,5.16,proxy_site
sess_493,2024-01-23T15:33:00Z,17.3,7.75,proxy_site
sess_494,2024-01-28T19:11:00Z,26.75,2.36,proxy_site
sess_495,2024-03-13T18:10:00Z,31.95,4.24,proxy_site
sess_496,2024-03-16T20:22:00Z,38.67,2.42,proxy_site
sess_497,2024-01-02T18:38:00Z,44.16,3.55,proxy_site
sess_498,2024-03-27T18:44:00Z,39.0,3.44,proxy_site
sess_499,2024-02-26T18:29:00Z,27.55,3.54,proxy_site
sess_500,2024-02-27T18:52:00Z,23.22,7.71,proxy_site
sess_501,2024-03-20T19:36:00Z,44.9,6.62,proxy_site
sess_502,2024-03-24T19:33:00Z,17.49,3.87,proxy_site
sess_503,2024-01-01T18:06:00Z,32.55,2.62,proxy_site
sess_504,2024-02-24T16:32:00Z,11.92,6.04,proxy_site
sess_505,2024-03-08T18:28:00Z,21.87,6.49,proxy_site
sess_506,2024-03-23T19:13:00Z,46.76,9.43,proxy_site
sess_507,2024-02-03T18:45:00Z,35.75,8.75,proxy_site
sess_508,2024-03-22T16:03:00Z,12.03,9.67,proxy_site
sess_509,2024-01-12T18:54:00Z,24.6,5.09,proxy_site
sess_510,2024-01-12T16:40:00Z,23.52,4.57,proxy_site
sess_511,2024-03-02T21:28:00Z,30.46,8.51,proxy_site
sess_512,2024-03-17T21:04:00Z,34.77,4.25,proxy_site
sess_513,2024-03-07T23:13:00Z,33.04,2.6,proxy_site
sess_514,2024-01-30T16:16:00Z,33.99,4.06,proxy_site
sess_515,2024-03-24T17:34:00Z,28.55,3.0,proxy_site
sess_516,2024-01-23T21:44:00Z,12.05,2.31,proxy_site
sess_517,2024-02-23T22:21:00Z,26.25,2.21,proxy_site
sess_518,2024-03-09T16:48:00Z,27.19,4.73,proxy_site
sess_519,2024-01-04T18:59:00Z,14.19,5.94,proxy_site
sess_520,2024-03-22T20:11:00Z,44.14,3.64,proxy_site
sess_521,2024-01-22T18:55:00Z,17.11,3.0,proxy_site
sess_522,2024-02-09T13:55:00Z,42.43,6.24,proxy_site
sess_523,2024-02-25T18:42:00Z,7.06,8.95,proxy_site
sess_524,2024-01-29T16:57:00Z,12.91,7.41,proxy_site
sess_525,2024-02-05T18:19:00Z,33.6,5.34,proxy_site
sess_526,2024-02-12T15:53:00Z,46.03,7.26,proxy_site
sess_527,2024-01-20T18:10:00Z,46.03,2.94,proxy_site
sess_528,2024-03-04T15:07:00Z,32.37,2.48,proxy_site
sess_529,2024-02-26T20:36:00Z,37.38,9.52,proxy_site
sess_530,2024-01-27T17:07:00Z,18.81,6.06,proxy_site
sess_531,2024-02-07T17:40:00Z,33.59,2.32,proxy_site
sess_532,2024-01-14T16:00:00Z,42.19,9.53,proxy_site
sess_533,2024-02-06T15:19:00Z,34.77,7.26,proxy_site
sess_534,2024-01-23T18:32:00Z,5.94,2.21,proxy_site
sess_535,2024-01-11T20:15:00Z,13.36,6.33,proxy_site
sess_536,2024-03-08T18:19:00Z,28.8,8.79,proxy_site
sess_537,2024-03-29T16:52:00Z,21.08,2.57,proxy_site
sess_538,2024-02-14T17:37:00Z,27.7,4.5,proxy_site
sess_539,2024-02-15T19:07:00Z,30.85,6.68,proxy_site
sess_540,2024-03-25T19:12:00Z,49.2,6.37,proxy_site
sess_541,2024-02-25T19:15:00Z,26.01,5.37,proxy_site
sess_542,2024-01-24T16:06:00Z,46.11,4.2,proxy_site
sess_543,2024-03-13T17:37:00Z,8.26,9.27,proxy_site
sess_544,2024-02-27T18:33:00Z,47.53,6.39,proxy_site
sess_545,2024-03-12T19:51:00Z,49.63,2.7,proxy_site
sess_546,2024-02-20T19:11:00Z,35.1,3.26,proxy_site
sess_547,2024-03-05T14:41:00Z,39.23,8.52,proxy_site
sess_548,2024-01-02T21:15:00Z,33.94,3.66,proxy_site
sess_549,2024-03-10T23:18:00Z,21.1,8.51,proxy_site
sess_550,2024-02-08T00:22:00Z,26.68,3.55,proxy_site
sess_551,2024-03-24T15:44:00Z,12.0,7.95,proxy_site
sess_552,2024-03-16T16:08:00Z,8.49,6.91,proxy_site
sess_553,2024-02-11T16:29:00Z,20.96,9.41,proxy_site
sess_554,2024-02-16T20:15:00Z,6.2,6.08,proxy_site
sess_555,2024-01-15T18:56:00Z,34.04,3.67,proxy_site
sess_556,2024-01-07T19:07:00Z,30.49,7.0,proxy_site
sess_557,2024-01-18T17:16:00Z,16.53,8.92,proxy_site
sess_558,2024-03-26T18:39:00Z,43.2,5.97,proxy_site
sess_559,2024-01-20T17:59:00Z,39.22,9.99,proxy_site
sess_560,2024-01-21T20:43:00Z,31.03,9.2,proxy_site
sess_561,2024-01-06T16:09:00Z,5.88,8.59,proxy_site
sess_562,2024-02-26T16:58:00Z,27.72,2.3,proxy_site
sess_563,2024-02-03T18:21:00Z,21.17,3.46,proxy_site
sess_564,2024-03-23T15:34:00Z,48.1,2.1,proxy_site
sess_565,2024-01-26T17:45:00Z,40.08,7.29,proxy_site
sess_566,2024-02-19T17:48:00Z,27.87,6.91,proxy_site
sess_567,2024-02-12T21:24:00Z,46.91,8.04,proxy_site
sess_568,2024-01-19T16:25:00Z,14.92,5.25,proxy_site
sess_569,2024-02-29T19:49:00Z,27.97,5.69,proxy_site
sess_570,2024-01-07T17:24:00Z,42.6,3.23,proxy_site
sess_571,2024-02-05T19:09:00Z,7.7,8.15,proxy_site
sess_572,2024-03-23T16:39:00Z,33.86,7.83,proxy_site
sess_573,2024-03-22T18:32:00Z,46.08,3.66,proxy_site
sess_574,2024-03-14T15:56:00Z,46.1,4.82,proxy_site
sess_575,2024-02-13T17:24:00Z,9.83,4.05,proxy_site
sess_576,2024-03-07T17:45:00Z,26.4,9.47,proxy_site
sess_577,2024-02-04T19:28:00Z,14.16,7.55,proxy_site
sess_578,2024-03-27T20:52:00Z,47.72,3.82,proxy_site
sess_579,2024-03-29T17:32:00Z,20.86,8.52,proxy_site
sess_580,2024-01-07T19:38:00Z,21.02,9.86,proxy_site
sess_581,2024-01-26T19:45:00Z,44.07,3.06,proxy_site
sess_582,2024-02-09T18:56:00Z,44.34,2.91,proxy_site
sess_583,2024-03-13T15:51:00Z,44.87,8.85,proxy_site
sess_584,2024-01-31T18:52:00Z,12.87,3.66,proxy_site
sess_585,2024-03-06T17:04:00Z,12.44,3.46,proxy_site
sess_586,2024-03-12T19:38:00Z,42.94,4.89,proxy_site
sess_587,2024-01-22T19:30:00Z,5.19,4.41,proxy_site
sess_588,2024-03-30T15:26:00Z,43.17,2.71,proxy_site
sess_589,2024-03-24T18:56:00Z,29.45,3.63,proxy_site
sess_590,2024-02-10T17:30:00Z,12.98,7.81,proxy_site
sess_591,2024-01-28T20:13:00Z,23.24,4.09,proxy_site
sess_592,2024-03-05T20:57:00Z,30.45,6.48,proxy_site
sess_593,2024-03-16T20:16:00Z,31.9,3.43,proxy_site
sess_594,2024-02-08T19:53:00Z,22.09,7.09,proxy_site
sess_595,2024-03-24T15:43:00Z,9.32,4.83,proxy_site
sess_596,2024-01-17T16:25:00Z,11.85,3.47,proxy_site
sess_597,2024-03-10T18:56:00Z,17.73,7.91,proxy_site
sess_598,2024-02-17T18:13:00Z,44.12,8.17,proxy_site
sess_599,2024-03-02T15:34:00Z,43.21,6.21,proxy_site
sess_600,2024-03-30T19:54:00Z,22.15,8.44,proxy_site
sess_601,2024-01-19T20:46:00Z,44.48,5.55,proxy_site
sess_602,2024-02-29T20:12:00Z,8.32,5.7,proxy_site
sess_603,2024-03-20T19:58:00Z,10.42,4.56,proxy_site
sess_604,2024-02-20T19:47:00Z,17.29,6.25,proxy_site
sess_605,2024-01-03T17:48:00Z,5.87,9.83,proxy_site
sess_606,2024-01-12T19:22:00Z,34.53,9.64,proxy_site
sess_607,2024-02-28T16:00:00Z,16.95,9.56,proxy_site
sess_608,2024-03-25T19:18:00Z,29.74,6.58,proxy_site
sess_609,2024-03-26T18:29:00Z,8.35,6.14,proxy_site
sess_610,2024-03-13T16:45:00Z,25.77,7.74,proxy_site
sess_611,2024-01-11T16:04:00Z,12.73,3.71,proxy_site
sess_612,2024-02-23T18:25:00Z,48.18,5.59,proxy_site
sess_613,2024-03-15T15:56:00Z,33.67,7.97,proxy_site
sess_614,2024-02-11T17:31:00Z,27.11,5.43,proxy_site
sess_615,2024-03-05T19:19:00Z,36.51,8.21,proxy_site
sess_616,2024-03-16T18:32:00Z,32.94,7.88,proxy_site
sess_617,2024-03-19T14:34:00Z,24.73,5.24,proxy_site
sess_618,2024-02-18T18:53:00Z,20.35,2.91,proxy_site
sess_619,2024-01-31T20:24:00Z,14.17,8.06,proxy_site
sess_620,2024-02-24T18:53:00Z,31.27,3.71,proxy_site
sess_621,2024-01-16T20:01:00Z,11.42,4.87,proxy_site
sess_622,2024-01-26T16:27:00Z,9.91,9.21,proxy_site
sess_623,2024-01-05T17:30:00Z,21.71,6.82,proxy_site
sess_624,2024-03-22T18:12:00Z,6.42,8.29,proxy_site
sess_625,2024-03-11T18:01:00Z,31.91,3.93,proxy_site
sess_626,2024-03-28T16:47:00Z,26.43,3.37,proxy_site
sess_627,2024-01-13T16:56:00Z,16.71,7.03,proxy_site
sess_628,2024-03-12T20:06:00Z,11.2,6.17,proxy_site
sess_629,2024-02-21T16:46:00Z,11.37,7.9,proxy_site
sess_630,2024-01-09T16:00:00Z,26.83,4.77,proxy_site
sess_631,2024-02-03T17:58:00Z,37.65,3.57,proxy_site
sess_632,2024-01-24T18:18:00Z,45.64,8.57,proxy_site
sess_633,2024-02-16T19:32:00Z,38.47,9.39,proxy_site
sess_634,2024-01-18T18:46:00Z,25.28,9.52,proxy_site
sess_635,2024-01-19T17:24:00Z,32.17,5.86,proxy_site
sess_636,2024-01-23T21:19:00Z,10.14,4.72,proxy_site
sess_637,2024-01-09T17:35:00Z,47.01,3.54,proxy_site
sess_638,2024-03-13T15:59:00Z,9.14,2.14,proxy_site
sess_639,2024-01-09T16:10:00Z,16.91,8.22,proxy_site
sess_640,2024-01-04T16:41:00Z,34.98,3.86,proxy_site
sess_641,2024-02-22T14:00:00Z,45.09,3.99,proxy_site
sess_642,2024-02-09T15:48:00Z,5.85,8.74,proxy_site
sess_643,2024-02-18T22:36:00Z,34.51,4.74,proxy_site
sess_644,2024-03-02T16:53:00Z,35.76,5.1,proxy_site
sess_645,2024-02-18T20:35:00Z,43.26,8.42,proxy_site
sess_646,2024-01-26T21:36:00Z,44.23,3.49,proxy_site
sess_647,2024-02-28T16:21:00Z,35.87,8.09,proxy_site
sess_648,2024-03-11T15:56:00Z,8.87,5.87,proxy_site
sess_649,2024-01-28T18:49:00Z,28.03,3.36,proxy_site
sess_650,2024-02-18T17:54:00Z,46.57,9.12,proxy_site
sess_651,2024-01-01T14:38:00Z,18.74,7.65,proxy_site
sess_652,2024-02-03T17:42:00Z,17.0,4.89,proxy_site
sess_653,2024-01-04T19:40:00Z,47.93,7.51,proxy_site
sess_654,2024-03-29T23:37:00Z,27.18,8.65,proxy_site
sess_655,2024-03-17T15:55:00Z,46.32,4.27,proxy_site
sess_656,2024-02-07T17:04:00Z,42.53,3.29,proxy_site
sess_657,2024-02-14T19:01:00Z,27.49,6.14,proxy_site
sess_658,2024-01-14T18:24:00Z,44.61,3.62,proxy_site
sess_659,2024-02-05T17:49:00Z,48.48,6.83,proxy_site
sess_660,2024-01-02T18:39:00Z,13.83,7.8,proxy_site
sess_661,2024-03-11T17:29:00Z,48.83,5.42,proxy_site
sess_662,2024-01-26T16:15:00Z,10.19,8.15,proxy_site
sess_663,2024-01-29T16:32:00Z,36.21,4.96,proxy_site
sess_664,2024-03-14T17:06:00Z,8.45,9.51,proxy_site
sess_665,2024-03-15T14:31:00Z,12.55,6.44,proxy_site
sess_666,2024-01-06T20:55:00Z,15.43,4.37,proxy_site
sess_667,2024-02-27T14:30:00Z,48.35,9.25,proxy_site
sess_668,2024-03-03T18:54:00Z,5.88,9.36,proxy_site
sess_669,2024-03-05T18:25:00Z,43.41,7.49,proxy_site
sess_670,2024-02-11T21:15:00Z,23.21,2.47,proxy_site
sess_671,2024-01-09T17:59:00Z,25.3,6.05,proxy_site
sess_672,2024-01-26T21:30:00Z,45.37,5.06,proxy_site
sess_673,2024-03-04T17:31:00Z,17.22,2.01,proxy_site
sess_674,2024-01-17T16:48:00Z,15.59,3.21,proxy_site
sess_675,2024-03-30T18:14:00Z,15.47,9.52,proxy_site
sess_676,2024-03-30T16:25:00Z,31.46,2.32,proxy_site
sess_677,2024-03-30T19:12:00Z,9.96,9.02,proxy_site
sess_678,2024-02-02T19:34:00Z,42.25,7.68,proxy_site
sess_679,2024-01-16T17:06:00Z,42.22,9.36,proxy_site
sess_680,2024-02-21T18:24:00Z,8.69,2.77,proxy_site
sess_681,2024-02-13T17:54:00Z,16.2,2.61,proxy_site
sess_682,2024-01-28T17:16:00Z,10.31,5.4,proxy_site
sess_683,2024-02-29T23:35:00Z,9.33,3.16,proxy_site
sess_684,2024-01-14T16:57:00Z,26.11,4.1,proxy_site
sess_685,2024-03-03T18:27:00Z,10.14,5.82,proxy_site
sess_686,2024-01-18T17:25:00Z,26.73,7.21,proxy_site
sess_687,2024-03-30T17:55:00Z,33.45,8.93,proxy_site
sess_688,2024-02-14T12:31:00Z,29.77,3.87,proxy_site
sess_689,2024-03-22T17:02:00Z,28.64,3.33,proxy_site
sess_690,2024-02-25T17:56:00Z,30.12,9.92,proxy_site
sess_691,2024-03-26T18:45:00Z,38.6,8.66,proxy_site
sess_692,2024-02-27T15:01:00Z,33.85,7.16,proxy_site
sess_693,2024-02-21T16:08:00Z,40.37,7.97,proxy_site
sess_694,2024-01-12T16:54:00Z,30.51,8.04,proxy_site
sess_695,2024-02-16T19:22:00Z,6.92,6.99,proxy_site
sess_696,2024-01-26T17:58:00Z,14.22,9.71,proxy_site
sess_697,2024-01-29T17:52:00Z,36.4,3.52,proxy_site
sess_698,2024-03-28T18:42:00Z,41.51,6.51,proxy_site
sess_699,2024-03-20T18:33:00Z,20.61,4.99,proxy_site
sess_700,2024-03-15T19:26:00Z,7.25,5.26,proxy_site
sess_701,2024-03-26T19:20:00Z,45.86,7.72,proxy_site
sess_702,2024-01-28T15:04:00Z,41.02,8.92,proxy_site
sess_703,2024-02-15T18:39:00Z,20.32,5.91,proxy_site
sess_704,2024-01-15T18:46:00Z,46.24,2.51,proxy_site
sess_705,2024-02-15T20:57:00Z,26.93,5.81,proxy_site
sess_706,2024-01-13T18:17:00Z,21.96,8.29,proxy_site
sess_707,2024-02-07T19:05:00Z,39.32,8.1,proxy_site
sess_708,2024-03-02T17:22:00Z,18.07,5.43,proxy_site
sess_709,2024-02-07T16:49:00Z,38.87,5.45,proxy_site
sess_710,2024-03-01T19:59:00Z,39.93,6.54,proxy_site
sess_711,2024-03-10T18:23:00Z,11.99,3.66,proxy_site
sess_712,2024-03-21T20:15:00Z,20.25,5.79,proxy_site
sess_713,2024-03-23T18:37:00Z,43.24,5.42,proxy_site
sess_714,2024-02-21T19:18:00Z,40.51,8.74,proxy_site
sess_715,2024-02-18T17:11:00Z,32.75,6.1,proxy_site
sess_716,2024-03-21T15:56:00Z,6.58,4.91,proxy_site
sess_717,2024-01-31T14:42:00Z,24.55,5.24,proxy_site
sess_718,2024-02-24T18:03:00Z,48.62,5.52,proxy_site
sess_719,2024-03-08T16:16:00Z,19.45,3.58,proxy_site
sess_720,2024-03-02T17:25:00Z,45.91,5.53,proxy_site
sess_721,2024-02-22T18:01:00Z,30.9,6.97,proxy_site
sess_722,2024-01-12T20:17:00Z,39.37,3.37,proxy_site
sess_723,2024-03-04T18:55:00Z,43.27,6.93,proxy_site
sess_724,2024-03-15T17:57:00Z,47.33,9.9,proxy_site
sess_725,2024-03-19T18:07:00Z,22.02,5.68,proxy_site
sess_726,2024-03-29T18:52:00Z,28.91,2.43,proxy_site
sess_727,2024-03-25T16:49:00Z,11.44,5.33,proxy_site
sess_728,2024-01-13T18:30:00Z,7.73,4.15,proxy_site
sess_729,2024-01-02T16:59:00Z,37.71,5.23,proxy_site
sess_730,2024-01-17T19:26:00Z,26.83,2.91,proxy_site
sess_731,2024-02-22T18:25:00Z,28.43,4.1,proxy_site
sess_732,2024-02-28T16:37:00Z,25.33,3.33,proxy_site
sess_733,2024-02-04T18:32:00Z,10.7,3.36,proxy_site
sess_734,2024-03-13T16:11:00Z,11.14,8.2,proxy_site
sess_735,2024-01-06T18:15:00Z,19.65,2.73,proxy_site
sess_736,2024-02-09T14:44:00Z,17.75,2.19,proxy_site
sess_737,2024-03-27T20:01:00Z,30.56,3.51,proxy_site
sess_738,2024-03-24T18:50:00Z,19.72,2.83,proxy_site
sess_739,2024-01-25T14:58:00Z,16.58,7.25,proxy_site
sess_740,2024-02-20T19:15:00Z,8.26,6.44,proxy_site
sess_741,2024-03-27T19:09:00Z,18.63,3.73,proxy_site
sess_742,2024-02-11T19:03:00Z,40.61,5.24,proxy_site
sess_743,2024-03-17T15:04:00Z,49.02,8.51,proxy_site
sess_744,2024-01-16T18:29:00Z,25.35,3.14,proxy_site
sess_745,2024-01-28T19:45:00Z,12.06,4.3,proxy_site
sess_746,2024-02-28T20:46:00Z,37.98,9.84,proxy_site
sess_747,2024-01-20T18:12:00Z,28.11,4.37,proxy_site
sess_748,2024-03-06T16:28:00Z,24.17,6.18,proxy_site
sess_749,2024-02-08T18:02:00Z,16.34,2.96,proxy_site
sess_750,2024-03-22T17:51:00Z,46.48,2.43,proxy_site
sess_751,2024-02-01T20:15:00Z,5.37,7.01,proxy_site
sess_752,2024-01-16T17:47:00Z,39.82,3.25,proxy_site
sess_753,2024-02-16T18:31:00Z,45.83,4.86,proxy_site
sess_754,2024-02-02T18:04:00Z,11.93,4.61,proxy_site
sess_755,2024-03-21T16:15:00Z,7.81,6.06,proxy_site
sess_756,2024-03-06T19:31:00Z,14.97,3.06,proxy_site
sess_757,2024-01-01T15:28:00Z,34.78,7.62,proxy_site
sess_758,2024-03-21T17:29:00Z,10.8,4.18,proxy_site
sess_759,2024-01-21T16:00:00Z,31.29,7.65,proxy_site
sess_760,2024-03-18T17:00:00Z,28.14,7.31,proxy_site
sess_761,2024-01-08T15:51:00Z,45.85,3.3,proxy_site
sess_762,2024-01-22T22:36:00Z,10.87,6.11,proxy_site
sess_763,2024-01-15T18:40:00Z,43.71,8.59,proxy_site
sess_764,2024-01-06T21:23:00Z,39.71,5.53,proxy_site
sess_765,2024-03-16T17:10:00Z,41.35,7.81,proxy_site
sess_766,2024-02-01T18:06:00Z,18.81,3.27,proxy_site
sess_767,2024-02-20T18:02:00Z,45.93,8.34,proxy_site
sess_768,2024-03-28T18:05:00Z,9.93,6.09,proxy_site
sess_769,2024-01-27T19:40:00Z,9.86,2.45,proxy_site
sess_770,2024-01-31T20:07:00Z,10.06,5.56,proxy_site
sess_771,2024-03-16T17:44:00Z,29.83,9.99,proxy_site
sess_772,2024-01-08T17:40:00Z,30.15,8.17,proxy_site
sess_773,2024-03-04T20:54:00Z,44.96,2.19,proxy_site
sess_774,2024-01-01T19:57:00Z,21.68,5.26,proxy_site
sess_775,2024-02-09T15:58:00Z,24.86,2.52,proxy_site
sess_776,2024-02-28T17:01:00Z,31.67,2.48,proxy_site
sess_777,2024-02-16T17:08:00Z,6.69,5.84,proxy_site
sess_778,2024-03-25T18:54:00Z,28.41,7.1,proxy_site
sess_779,2024-02-20T16:15:00Z,31.28,3.04,proxy_site
sess_780,2024-01-21T13:46:00Z,19.56,3.8,proxy_site
sess_781,2024-02-24T19:08:00Z,32.33,9.76,proxy_site
sess_782,2024-02-24T16:07:00Z,23.39,6.77,proxy_site
sess_783,2024-02-23T15:59:00Z,10.74,7.08,proxy_site
sess_784,2024-01-15T19:35:00Z,34.63,7.36,proxy_site
sess_785,2024-03-04T19:16:00Z,32.0,9.96,proxy_site
sess_786,2024-03-28T17:13:00Z,39.85,3.26,proxy_site
sess_787,2024-02-12T20:11:00Z,37.62,6.23,proxy_site
sess_788,2024-01-31T19:28:00Z,10.5,2.28,proxy_site
sess_789,2024-03-01T17:19:00Z,8.78,2.09,proxy_site
sess_790,2024-03-03T18:45:00Z,5.46,9.11,proxy_site
sess_791,2024-02-29T18:47:00Z,47.81,2.5,proxy_site
sess_792,2024-03-09T21:56:00Z,36.85,7.64,proxy_site
sess_793,2024-02-11T16:11:00Z,16.32,8.52,proxy_site
sess_794,2024-01-30T18:08:00Z,33.54,5.83,proxy_site
sess_795,2024-02-01T21:24:00Z,45.43,5.35,proxy_site
sess_796,2024-01-10T17:46:00Z,23.11,7.36,proxy_site
sess_797,2024-01-15T20:04:00Z,47.86,2.44,proxy_site
sess_798,2024-01-04T21:59:00Z,10.86,7.81,proxy_site
sess_799,2024-01-31T12:59:00Z,33.64,8.15,proxy_site
sess_800,2024-03-01T19:40:00Z,37.01,5.79,proxy_site
sess_801,2024-03-24T19:29:00Z,27.61,4.19,proxy_site
sess_802,2024-01-04T18:20:00Z,25.06,5.33,proxy_site
sess_803,2024-01-03T16:09:00Z,29.29,8.51,proxy_site
sess_804,2024-01-04T16:08:00Z,35.34,7.95,proxy_site
sess_805,2024-01-18T16:37:00Z,23.49,9.87,proxy_site
sess_806,2024-02-21T22:04:00Z,41.11,2.62,proxy_site
sess_807,2024-01-19T18:14:00Z,17.05,7.44,proxy_site
sess_808,2024-01-03T18:19:00Z,8.74,4.05,proxy_site
sess_809,2024-02-12T17:20:00Z,7.33,5.26,proxy_site
sess_810,2024-02-24T17:54:00Z,47.81,5.55,proxy_site
sess_811,2024-01-08T21:14:00Z,18.53,9.38,proxy_site
sess_812,2024-01-22T21:25:00Z,9.62,8.99,proxy_site
sess_813,2024-03-13T19:10:00Z,21.58,3.58,proxy_site
sess_814,2024-01-25T15:26:00Z,20.56,3.97,proxy_site
sess_815,2024-02-22T17:29:00Z,15.3,2.56,proxy_site
sess_816,2024-02-02T17:15:00Z,18.35,4.08,proxy_site
sess_817,2024-01-25T18:21:00Z,41.11,4.27,proxy_site
sess_818,2024-01-30T18:21:00Z,30.64,8.71,proxy_site
sess_819,2024-01-04T21:33:00Z,44.89,3.63,proxy_site
